ID_kod,PKWiU,CN
15640,,"5516 43 00"
15641,,"5516 44 00"
15642,,"5516 91 00"
15643,,"5516 92 00"
15644,,"5516 93 00"
15645,,"5516 94 00"
15646,,5601
15647,,"5601 21"
15648,,"5601 21 10"
15649,,"5601 21 90"
15650,,"5601 22"
15651,,"5601 22 10"
15652,,"5601 22 90"
15653,,"5601 29 00"
15654,,"5601 30 00"
15655,,5602
15656,,"5602 10"
15657,,"5602 10 11"
15658,,"5602 10 19"
15659,,"5602 10 31"
15660,,"5602 10 38"
15661,,"5602 10 90"
15662,,"5602 21 00"
15663,,"5602 29 00"
15664,,"5602 90 00"
15665,,5603
15666,,"5603 11"
15667,,"5603 11 10"
15668,,"5603 11 90"
15669,,"5603 12"
15670,,"5603 12 10"
15671,,"5603 12 90"
15672,,"5603 13"
15673,,"5603 13 10"
15674,,"5603 13 90"
15675,,"5603 14"
15676,,"5603 14 10"
15677,,"5603 14 90"
15678,,"5603 91"
15679,,"5603 91 10"
15680,,"5603 91 90"
15681,,"5603 92"
15682,,"5603 92 10"
15683,,"5603 92 90"
15684,,"5603 93"
15685,,"5603 93 10"
15686,,"5603 93 90"
15687,,"5603 94"
15688,,"5603 94 10"
15689,,"5603 94 90"
15690,,5604
15691,,"5604 10 00"
15692,,"5604 90"
15693,,"5604 90 10"
15694,,"5604 90 90"
15695,,"5605 00 00"
15696,,"5606 00"
15697,,"5606 00 10"
15698,,"5606 00 91"
15699,,"5606 00 99"
15700,,5607
15701,,"5607 21 00"
15702,,"5607 29 00"
15703,,"5607 41 00"
15704,,"5607 49"
15705,,"5607 49 11"
15706,,"5607 49 19"
15707,,"5607 49 90"
15708,,"5607 50"
15709,,"5607 50 11"
15710,,"5607 50 19"
15711,,"5607 50 30"
15712,,"5607 50 90"
15713,,"5607 90"
15714,,"5607 90 20"
15715,,"5607 90 90"
15716,,5608
15717,,"5608 11"
15718,,"5608 11 20"
15719,,"5608 11 80"
15720,,"5608 19"
15721,,"5608 19 11"
15722,,"5608 19 19"
15723,,"5608 19 30"
15724,,"5608 19 90"
15725,,"5608 90 00"
15726,,"5609 00 00"
15727,,DZIAŁ 57
15728,,5701
15729,,"5701 10"
15730,,"5701 10 10"
15731,,"5701 10 90"
15732,,"5701 90"
15733,,"5701 90 10"
15734,,"5701 90 90"
15735,,5702
15736,,"5702 10 00"
15737,,"5702 20 00"
15738,,"5702 31"
15739,,"5702 31 10"
15740,,"5702 31 80"
15741,,"5702 32 00"
15742,,"5702 39 00"
15743,,"5702 41"
15744,,"5702 41 10"
15745,,"5702 41 90"
15746,,"5702 42 00"
15747,,"5702 49 00"
15748,,"5702 50"
15749,,"5702 50 10"
15750,,"5702 50 31"
15751,,"5702 50 39"
15752,,"5702 50 90"
15753,,"5702 91 00"
15754,,"5702 92"
15755,,"5702 92 10"
15756,,"5702 92 90"
15757,,"5702 99 00"
15758,,5703
15759,,"5703 10 00"
15760,,"5703 21 00"
15761,,"5703 29"
15762,,"5703 29 10"
15763,,"5703 29 19"
15764,,"5703 29 91"
15765,,"5703 29 99"
15766,,"5703 31 00"
15767,,"5703 39"
15768,,"5703 39 10"
15769,,"5703 39 19"
15770,,"5703 39 91"
15771,,"5703 39 99"
15772,,"5703 90"
15773,,"5703 90 20"
15774,,"5703 90 80"
15775,,5704
15776,,"5704 10 00"
15777,,"5704 20 00"
15778,,"5704 90 00"
15779,,"5705 00"
15780,,"5705 00 30"
15781,,"5705 00 80"
15782,,DZIAŁ 58
15783,,5801
15784,,"5801 10 00"
15785,,"5801 21 00"
15786,,"5801 22 00"
15787,,"5801 23 00"
15788,,"5801 26 00"
15789,,"5801 27 00"
15790,,"5801 31 00"
15791,,"5801 32 00"
15792,,"5801 33 00"
15793,,"5801 36 00"
15794,,"5801 37 00"
15795,,"5801 90"
15796,,"5801 90 10"
15797,,"5801 90 90"
15798,,5802
15799,,"5802 10 00"
15800,,"5802 20 00"
15801,,"5802 30 00"
15802,,"5803 00"
15803,,"5803 00 10"
15804,,"5803 00 30"
15805,,"5803 00 90"
15806,,5804
15807,,"5804 10"
15808,,"5804 10 10"
15809,,"5804 10 90"
15810,,"5804 21 00"
15811,,"5804 29 00"
15812,,"5804 30 00"
15813,,"5805 00 00"
15814,,5806
15815,,"5806 10 00"
15816,,"5806 20 00"
15817,,"5806 31 00"
15818,,"5806 32"
15819,,"5806 32 10"
15820,,"5806 32 90"
15821,,"5806 39 00"
15822,,"5806 40 00"
15823,,5807
15824,,"5807 10"
15825,,"5807 10 10"
15826,,"5807 10 90"
15827,,"5807 90"
15828,,"5807 90 10"
15829,,"5807 90 90"
15830,,5808
15831,,"5808 10 00"
15832,,"5808 90 00"
15833,,"5809 00 00"
15834,,5810
15835,,"5810 10"
15836,,"5810 10 10"
15837,,"5810 10 90"
15838,,"5810 91"
15839,,"5810 91 10"
15840,,"5810 91 90"
15841,,"5810 92"
15842,,"5810 92 10"
15843,,"5810 92 90"
15844,,"5810 99"
15845,,"5810 99 10"
15846,,"5810 99 90"
15847,,"5811 00 00"
15848,,DZIAŁ 59
15849,,5901
15850,,"5901 10 00"
15851,,"5901 90 00"
15852,,5902
15853,,"5902 10"
15854,,"5902 10 10"
15855,,"5902 10 90"
15856,,"5902 20"
15857,,"5902 20 10"
15858,,"5902 20 90"
15859,,"5902 90"
15860,,"5902 90 10"
15861,,"5902 90 90"
15862,,5903
15863,,"5903 10"
15864,,"5903 10 10"
15865,,"5903 10 90"
15866,,"5903 20"
15867,,"5903 20 10"
15868,,"5903 20 90"
15869,,"5903 90"
15870,,"5903 90 10"
15871,,"5903 90 91"
15872,,"5903 90 99"
15873,,5904
15874,,"5904 10 00"
15875,,"5904 90 00"
15876,,"5905 00"
15877,,"5905 00 10"
15878,,"5905 00 30"
15879,,"5905 00 50"
15880,,"5905 00 70"
15881,,"5905 00 90"
15882,,5906
15883,,"5906 10 00"
15884,,"5906 91 00"
15885,,"5906 99"
15886,,"5906 99 10"
15887,,"5906 99 90"
15888,,"5907 00 00"
15889,,"5908 00 00"
15890,,"5909 00"
15891,,"5909 00 10"
15892,,"5909 00 90"
15893,,"5910 00 00"
15894,,5911
15895,,"5911 10 00"
15896,,"5911 20 00"
15897,,"5911 31"
15898,,"5911 31 11"
15899,,"5911 31 19"
15900,,"5911 31 90"
15901,,"5911 32"
15902,,"5911 32 11"
15903,,"5911 32 19"
15904,,"5911 32 90"
15905,,"5911 40 00"
15906,,"5911 90"
15907,,"5911 90 10"
15908,,"5911 90 91"
15909,,"5911 90 99"
15910,,6001
15911,,"6001 10 00"
15912,,"6001 21 00"
15913,,"6001 22 00"
15914,,"6001 29 00"
15915,,"6001 91 00"
15916,,"6001 92 00"
15917,,"6001 99 00"
15918,,6002
15919,,"6002 40 00"
15920,,"6002 90 00"
15921,,6003
15922,,"6003 10 00"
15923,,"6003 20 00"
15924,,"6003 30"
15925,,"6003 30 10"
15926,,"6003 30 90"
15927,,"6003 40 00"
15928,,"6003 90 00"
15929,,6004
15930,,"6004 10 00"
15931,,"6004 90 00"
15932,,6005
15933,,"6005 21 00"
15934,,"6005 22 00"
15935,,"6005 23 00"
15936,,"6005 24 00"
15937,,"6005 35 00"
15938,,"6005 36 00"
15939,,"6005 37 00"
15940,,"6005 38 00"
15941,,"6005 39 00"
15942,,"6005 41 00"
15943,,"6005 42 00"
15944,,"6005 43 00"
15945,,"6005 44 00"
15946,,"6005 90"
15947,,"6005 90 10"
15948,,"6005 90 90"
15949,,6006
15950,,"6006 10 00"
15951,,"6006 21 00"
15952,,"6006 22 00"
15953,,"6006 23 00"
15954,,"6006 24 00"
15955,,"6006 31 00"
15956,,"6006 32 00"
15957,,"6006 33 00"
15958,,"6006 34 00"
15959,,"6006 41 00"
15960,,"6006 42 00"
15961,,"6006 43 00"
15962,,"6006 44 00"
15963,,"6006 90 00"
15964,,DZIAŁ 61
15965,,6101
15966,,"6101 20"
15967,,"6101 20 10"
15968,,"6101 20 90"
15969,,"6101 30"
15970,,"6101 30 10"
15971,,"6101 30 90"
15972,,"6101 90"
15973,,"6101 90 20"
15974,,"6101 90 80"
15975,,6102
15976,,"6102 10"
15977,,"6102 10 10"
15978,,"6102 10 90"
15979,,"6102 20"
15980,,"6102 20 10"
15981,,"6102 20 90"
15982,,"6102 30"
15983,,"6102 30 10"
15984,,"6102 30 90"
15985,,"6102 90"
15986,,"6102 90 10"
15987,,"6102 90 90"
15988,,6103
15989,,"6103 10"
15990,,"6103 10 10"
15991,,"6103 10 90"
15992,,"6103 22 00"
15993,,"6103 23 00"
15994,,"6103 29 00"
15995,,"6103 31 00"
15996,,"6103 32 00"
15997,,"6103 33 00"
15998,,"6103 39 00"
15999,,"6103 41 00"
16000,,"6103 42 00"
16001,,"6103 43 00"
16002,,"6103 49 00"
16003,,6104
16004,,"6104 13 00"
16005,,"6104 19"
16006,,"6104 19 20"
16007,,"6104 19 90"
16008,,"6104 22 00"
16009,,"6104 23 00"
16010,,"6104 29"
16011,,"6104 29 10"
16012,,"6104 29 90"
16013,,"6104 31 00"
16014,,"6104 32 00"
16015,,"6104 33 00"
16016,,"6104 39 00"
16017,,"6104 41 00"
16018,,"6104 42 00"
16019,,"6104 43 00"
16020,,"6104 44 00"
16021,,"6104 49 00"
16022,,"6104 51 00"
16023,,"6104 52 00"
16024,,"6104 53 00"
16025,,"6104 59 00"
16026,,"6104 61 00"
16027,,"6104 62 00"
16028,,"6104 63 00"
16029,,"6104 69 00"
16030,,6105
16031,,"6105 10 00"
16032,,"6105 20"
16033,,"6105 20 10"
16034,,"6105 20 90"
16035,,"6105 90"
16036,,"6105 90 10"
16037,,"6105 90 90"
16038,,6106
16039,,"6106 10 00"
16040,,"6106 20 00"
16041,,"6106 90"
16042,,"6106 90 10"
16043,,"6106 90 30"
16044,,"6106 90 50"
16045,,"6106 90 90"
16046,,6107
16047,,"6107 11 00"
16048,,"6107 12 00"
16049,,"6107 19 00"
16050,,"6107 21 00"
16051,,"6107 22 00"
16052,,"6107 29 00"
16053,,"6107 91 00"
16054,,"6107 99 00"
16055,,6108
16056,,"6108 11 00"
16057,,"6108 19 00"
16058,,"6108 21 00"
16059,,"6108 22 00"
16060,,"6108 29 00"
16061,,"6108 31 00"
16062,,"6108 32 00"
16063,,"6108 39 00"
16064,,"6108 91 00"
16065,,"6108 92 00"
16066,,"6108 99 00"
16067,,6109
16068,,"6109 10 00"
16069,,"6109 90"
16070,,"6109 90 20"
16071,,"6109 90 90"
16072,,6110
16073,,"6110 11"
16074,,"6110 11 10"
16075,,"6110 11 30"
16076,,"6110 11 90"
16077,,"6110 12"
16078,,"6110 12 10"
16079,,"6110 12 90"
16080,,"6110 19"
16081,,"6110 19 10"
16082,,"6110 19 90"
16083,,"6110 20"
16084,,"6110 20 10"
16085,,"6110 20 91"
16086,,"6110 20 99"
16087,,"6110 30"
16088,,"6110 30 10"
16089,,"6110 30 91"
16090,,"6110 30 99"
16091,,"6110 90"
16092,,"6110 90 10"
16093,,"6110 90 90"
16094,,6111
16095,,"6111 20"
16096,,"6111 20 10"
16097,,"6111 20 90"
16098,,"6111 30"
16099,,"6111 30 10"
16100,,"6111 30 90"
16101,,"6111 90"
16102,,"6111 90 11"
16103,,"6111 90 19"
16104,,"6111 90 90"
16105,,6112
16106,,"6112 11 00"
16107,,"6112 12 00"
16108,,"6112 19 00"
16109,,"6112 20 00"
16110,,"6112 31"
16111,,"6112 31 10"
16112,,"6112 31 90"
16113,,"6112 39"
16114,,"6112 39 10"
16115,,"6112 39 90"
16116,,"6112 41"
16117,,"6112 41 10"
16118,,"6112 41 90"
16119,,"6112 49"
16120,,"6112 49 10"
16121,,"6112 49 90"
16122,,"6113 00"
16123,,"6113 00 10"
16124,,"6113 00 90"
16125,,6114
16126,,"6114 20 00"
16127,,"6114 30 00"
16128,,"6114 90 00"
16129,,6115
16130,,"6115 10"
16131,,"6115 10 10"
16132,,"6115 10 90"
16133,,"6115 21 00"
16134,,"6115 22 00"
16135,,"6115 29 00"
16136,,"6115 30"
16137,,"6115 30 11"
16138,,"6115 30 19"
16139,,"6115 30 90"
16140,,"6115 94 00"
16141,,"6115 95 00"
16142,,"6115 96"
16143,,"6115 96 10"
16144,,"6115 96 91"
16145,,"6115 96 99"
16146,,"6115 99 00"
16147,,6116
16148,,"6116 10"
16149,,"6116 10 20"
16150,,"6116 10 80"
16151,,"6116 91 00"
16152,,"6116 92 00"
16153,,"6116 93 00"
16154,,"6116 99 00"
16155,,6117
16156,,"6117 10 00"
16157,,"6117 80"
16158,,"6117 80 10"
16159,,"6117 80 80"
16160,,"6117 90 00"
16161,,6201
16162,,"6201 20 00"
16163,,"6201 30"
16164,,"6201 30 10"
16165,,"6201 30 90"
16166,,"6201 40"
16167,,"6201 40 10"
16168,,"6201 40 90"
16169,,"6201 90 00"
16170,,6202
16171,,"6202 20 00"
16172,,"6202 30"
16173,,"6202 30 10"
16174,,"6202 30 90"
16175,,"6202 40"
16176,,"6202 40 10"
16177,,"6202 40 90"
16178,,"6202 90 00"
16179,,6203
16180,,"6203 11 00"
16181,,"6203 12 00"
16182,,"6203 19"
16183,,"6203 19 10"
16184,,"6203 19 30"
16185,,"6203 19 90"
16186,,"6203 22"
16187,,"6203 22 10"
16188,,"6203 22 80"
16189,,"6203 23"
16190,,"6203 23 10"
16191,,"6203 23 80"
16192,,"6203 29"
16193,,"6203 29 11"
16194,,"6203 29 18"
16195,,"6203 29 30"
16196,,"6203 29 90"
16197,,"6203 31 00"
16198,,"6203 32"
16199,,"6203 32 10"
16200,,"6203 32 90"
16201,,"6203 33"
16202,,"6203 33 10"
16203,,"6203 33 90"
16204,,"6203 39"
16205,,"6203 39 11"
16206,,"6203 39 19"
16207,,"6203 39 90"
16208,,"6203 41"
16209,,"6203 41 10"
16210,,"6203 41 30"
16211,,"6203 41 90"
16212,,"6203 42"
16213,,"6203 42 11"
16214,,"6203 42 31"
16215,,"6203 42 33"
16216,,"6203 42 35"
16217,,"6203 42 51"
16218,,"6203 42 59"
16219,,"6203 42 90"
16220,,"6203 43"
16221,,"6203 43 11"
16222,,"6203 43 19"
16223,,"6203 43 31"
16224,,"6203 43 39"
16225,,"6203 43 90"
16226,,"6203 49"
16227,,"6203 49 11"
16228,,"6203 49 19"
16229,,"6203 49 31"
16230,,"6203 49 39"
16231,,"6203 49 50"
16232,,"6203 49 90"
16233,,6204
16234,,"6204 11 00"
16235,,"6204 12 00"
16236,,"6204 13 00"
16237,,"6204 19"
16238,,"6204 19 10"
16239,,"6204 19 90"
16240,,"6204 21 00"
16241,,"6204 22"
16242,,"6204 22 10"
16243,,"6204 22 80"
16244,,"6204 23"
16245,,"6204 23 10"
16246,,"6204 23 80"
16247,,"6204 29"
16248,,"6204 29 11"
16249,,"6204 29 18"
16250,,"6204 29 90"
16251,,"6204 31 00"
16252,,"6204 32"
16253,,"6204 32 10"
16254,,"6204 32 90"
16255,,"6204 33"
16256,,"6204 33 10"
16257,,"6204 33 90"
16258,,"6204 39"
16259,,"6204 39 11"
16260,,"6204 39 19"
16261,,"6204 39 90"
16262,,"6204 41 00"
16263,,"6204 42 00"
16264,,"6204 43 00"
16265,,"6204 44 00"
16266,,"6204 49"
16267,,"6204 49 10"
16268,,"6204 49 90"
16269,,"6204 51 00"
16270,,"6204 52 00"
16271,,"6204 53 00"
16272,,"6204 59"
16273,,"6204 59 10"
16274,,"6204 59 90"
16275,,"6204 61"
16276,,"6204 61 10"
16277,,"6204 61 85"
16278,,"6204 62"
16279,,"6204 62 11"
16280,,"6204 62 31"
16281,,"6204 62 33"
16282,,"6204 62 39"
16283,,"6204 62 51"
16284,,"6204 62 59"
16285,,"6204 62 90"
16286,,"6204 63"
16287,,"6204 63 11"
16288,,"6204 63 18"
16289,,"6204 63 31"
16290,,"6204 63 39"
16291,,"6204 63 90"
16292,,"6204 69"
16293,,"6204 69 11"
16294,,"6204 69 18"
16295,,"6204 69 31"
16296,,"6204 69 39"
16297,,"6204 69 50"
16298,,"6204 69 90"
16299,,6205
16300,,"6205 20 00"
16301,,"6205 30 00"
16302,,"6205 90"
16303,,"6205 90 10"
16304,,"6205 90 80"
16305,,6206
16306,,"6206 10 00"
16307,,"6206 20 00"
16308,,"6206 30 00"
16309,,"6206 40 00"
16310,,"6206 90"
16311,,"6206 90 10"
16312,,"6206 90 90"
16313,,6207
16314,,"6207 11 00"
16315,,"6207 19 00"
16316,,"6207 21 00"
16317,,"6207 22 00"
16318,,"6207 29 00"
16319,,"6207 91 00"
16320,,"6207 99"
16321,,"6207 99 10"
16322,,"6207 99 90"
16323,,6208
16324,,"6208 11 00"
16325,,"6208 19 00"
16326,,"6208 21 00"
16327,,"6208 22 00"
16328,,"6208 29 00"
16329,,"6208 91 00"
16330,,"6208 92 00"
16331,,"6208 99 00"
16332,,6209
16333,,"6209 20 00"
16334,,"6209 30 00"
16335,,"6209 90"
16336,,"6209 90 10"
16337,,"6209 90 90"
16338,,6210
16339,,"6210 10"
16340,,"6210 10 10"
16341,,"6210 10 92"
16342,,"6210 10 98"
16343,,"6210 20 00"
16344,,"6210 30 00"
16345,,"6210 40 00"
16346,,"6210 50 00"
16347,,6211
16348,,"6211 11 00"
16349,,"6211 12 00"
16350,,"6211 20 00"
16351,,"6211 32"
16352,,"6211 32 10"
16353,,"6211 32 31"
16354,,"6211 32 41"
16355,,"6211 32 42"
16356,,"6211 32 90"
16357,,"6211 33"
16358,,"6211 33 10"
16359,,"6211 33 31"
16360,,"6211 33 41"
16361,,"6211 33 42"
16362,,"6211 33 90"
16363,,"6211 39 00"
16364,,"6211 42"
16365,,"6211 42 10"
16366,,"6211 42 31"
16367,,"6211 42 41"
16368,,"6211 42 42"
16369,,"6211 42 90"
16370,,"6211 43"
16371,,"6211 43 10"
16372,,"6211 43 31"
16373,,"6211 43 41"
16374,,"6211 43 42"
16375,,"6211 43 90"
16376,,"6211 49 00"
16377,,6212
16378,,"6212 10"
16379,,"6212 10 10"
16380,,"6212 10 90"
16381,,"6212 20 00"
16382,,"6212 30 00"
16383,,"6212 90 00"
16384,,6213
16385,,"6213 20 00"
16386,,"6213 90 00"
16387,,6214
16388,,"6214 10 00"
16389,,"6214 20 00"
16390,,"6214 30 00"
16391,,"6214 40 00"
16392,,"6214 90 00"
16393,,6215
16394,,"6215 10 00"
16395,,"6215 20 00"
16396,,"6215 90 00"
16397,,"6216 00 00"
16398,,6217
16399,,"6217 10 00"
16400,,"6217 90 00"
16401,,6301
16402,,"6301 10 00"
16403,,"6301 20"
16404,,"6301 20 10"
16405,,"6301 20 90"
16406,,"6301 30"
16407,,"6301 30 10"
16408,,"6301 30 90"
16409,,"6301 40"
16410,,"6301 40 10"
16411,,"6301 40 90"
16412,,"6301 90"
16413,,"6301 90 10"
16414,,"6301 90 90"
16415,,6302
16416,,"6302 10 00"
16417,,"6302 21 00"
16418,,"6302 22"
16419,,"6302 22 10"
16420,,"6302 22 90"
16421,,"6302 29"
16422,,"6302 29 10"
16423,,"6302 29 90"
16424,,"6302 31 00"
16425,,"6302 32"
16426,,"6302 32 10"
16427,,"6302 32 90"
16428,,"6302 39"
16429,,"6302 39 20"
16430,,"6302 39 90"
16431,,"6302 40 00"
16432,,"6302 51 00"
16433,,"6302 53"
16434,,"6302 53 10"
16435,,"6302 53 90"
16436,,"6302 59"
16437,,"6302 59 10"
16438,,"6302 59 90"
16439,,"6302 60 00"
16440,,"6302 91 00"
16441,,"6302 93"
16442,,"6302 93 10"
16443,,"6302 93 90"
16444,,"6302 99"
16445,,"6302 99 10"
16446,,"6302 99 90"
16447,,6303
16448,,"6303 12 00"
16449,,"6303 19 00"
16450,,"6303 91 00"
16451,,"6303 92"
16452,,"6303 92 10"
16453,,"6303 92 90"
16454,,"6303 99"
16455,,"6303 99 10"
16456,,"6303 99 90"
16457,,6304
16458,,"6304 11 00"
16459,,"6304 19"
16460,,"6304 19 10"
16461,,"6304 19 30"
16462,,"6304 19 90"
16463,,"6304 20 00"
16464,,"6304 91 00"
16465,,"6304 92 00"
16466,,"6304 93 00"
16467,,"6304 99 00"
16468,,6305
16469,,"6305 10"
16470,,"6305 10 10"
16471,,"6305 10 90"
16472,,"6305 20 00"
16473,,"6305 32"
16474,,"6305 32 11"
16475,,"6305 32 19"
16476,,"6305 32 90"
16477,,"6305 33"
16478,,"6305 33 10"
16479,,"6305 33 90"
16480,,"6305 39 00"
16481,,"6305 90 00"
16482,,6306
16483,,"6306 12 00"
16484,,"6306 19 00"
16485,,"6306 22 00"
16486,,"6306 29 00"
16487,,"6306 30 00"
16488,,"6306 40 00"
16489,,"6306 90 00"
16490,,6307
16491,,"6307 10"
16492,,"6307 10 10"
16493,,"6307 10 30"
16494,,"6307 10 90"
16495,,"6307 20 00"
16496,,"6307 90"
16497,,"6307 90 10"
16498,,"6307 90 91"
16499,,"6307 90 92"
16500,,"6307 90 93"
16501,,"6307 90 95"
16502,,"6307 90 98"
16503,,"6308 00 00"
16504,,"6309 00 00"
16505,,6310
16506,,"6310 10 00"
16507,,"6310 90 00"
16508,,6401
16509,,"6401 10 00"
16510,,"6401 92"
16511,,"6401 92 10"
16512,,"6401 92 90"
16513,,"6401 99 00"
16514,,6402
16515,,"6402 12"
16516,,"6402 12 10"
16517,,"6402 12 90"
16518,,"6402 19 00"
16519,,"6402 20 00"
16520,,"6402 91"
16521,,"6402 91 10"
16522,,"6402 91 90"
16523,,"6402 99"
16524,,"6402 99 05"
16525,,"6402 99 10"
16526,,"6402 99 31"
16527,,"6402 99 39"
16528,,"6402 99 50"
16529,,"6402 99 91"
16530,,"6402 99 93"
16531,,"6402 99 96"
16532,,"6402 99 98"
16533,,6403
16534,,"6403 12 00"
16535,,"6403 19 00"
16536,,"6403 20 00"
16537,,"6403 40 00"
16538,,"6403 51"
16539,,"6403 51 05"
16540,,"6403 51 11"
16541,,"6403 51 15"
16542,,"6403 51 19"
16543,,"6403 51 91"
16544,,"6403 51 95"
16545,,"6403 51 99"
16546,,"6403 59"
16547,,"6403 59 05"
16548,,"6403 59 11"
16549,,"6403 59 31"
16550,,"6403 59 35"
16551,,"6403 59 39"
16552,,"6403 59 50"
16553,,"6403 59 91"
16554,,"6403 59 95"
16555,,"6403 59 99"
16556,,"6403 91"
16557,,"6403 91 05"
16558,,"6403 91 11"
16559,,"6403 91 13"
16560,,"6403 91 16"
16561,,"6403 91 18"
16562,,"6403 91 91"
16563,,"6403 91 93"
16564,,"6403 91 96"
16565,,"6403 91 98"
16566,,"6403 99"
16567,,"6403 99 05"
16568,,"6403 99 11"
16569,,"6403 99 31"
16570,,"6403 99 33"
16571,,"6403 99 36"
16572,,"6403 99 38"
16573,,"6403 99 50"
16574,,"6403 99 91"
16575,,"6403 99 93"
16576,,"6403 99 96"
16577,,"6403 99 98"
16578,,6404
16579,,"6404 11 00"
16580,,"6404 19"
16581,,"6404 19 10"
16582,,"6404 19 90"
16583,,"6404 20"
16584,,"6404 20 10"
16585,,"6404 20 90"
16586,,6405
16587,,"6405 10 00"
16588,,"6405 20"
16589,,"6405 20 10"
16590,,"6405 20 91"
16591,,"6405 20 99"
16592,,"6405 90"
16593,,"6405 90 10"
16594,,"6405 90 90"
16595,,6406
16596,,"6406 10"
16597,,"6406 10 10"
16598,,"6406 10 90"
16599,,"6406 20"
16600,,"6406 20 10"
16601,,"6406 20 90"
16602,,"6406 90"
16603,,"6406 90 30"
16604,,"6406 90 50"
16605,,"6406 90 60"
16606,,"6406 90 90"
16607,,"6501 00 00"
16608,,"6502 00 00"
16609,,"6504 00 00"
16610,,"6505 00"
16611,,"6505 00 10"
16612,,"6505 00 30"
16613,,"6505 00 90"
16614,,6506
16615,,"6506 10"
16616,,"6506 10 10"
16617,,"6506 10 80"
16618,,"6506 91 00"
16619,,"6506 99"
16620,,"6506 99 10"
16621,,"6506 99 90"
16622,,"6507 00 00"
16623,,6601
16624,,"6601 10 00"
16625,,"6601 91 00"
16626,,"6601 99"
16627,,"6601 99 20"
16628,,"6601 99 90"
16629,,"6602 00 00"
16630,,6603
16631,,"6603 20 00"
16632,,"6603 90"
16633,,"6603 90 10"
16634,,"6603 90 90"
16635,,"6701 00 00"
16636,,6702
16637,,"6702 10 00"
16638,,"6702 90 00"
16639,,"6703 00 00"
16640,,6704
16641,,"6704 11 00"
16642,,"6704 19 00"
16643,,"6704 20 00"
16644,,"6704 90 00"
16645,,"6801 00 00"
16646,,6802
16647,,"6802 10 00"
16648,,"6802 21 00"
16649,,"6802 23 00"
16650,,"6802 29 00"
16651,,"6802 91 00"
16652,,"6802 92 00"
16653,,"6802 93"
16654,,"6802 93 10"
16655,,"6802 93 90"
16656,,"6802 99"
16657,,"6802 99 10"
16658,,"6802 99 90"
16659,,"6803 00"
16660,,"6803 00 10"
16661,,"6803 00 90"
16662,,6804
16663,,"6804 10 00"
16664,,"6804 21 00"
16665,,"6804 22"
16666,,"6804 22 12"
16667,,"6804 22 18"
16668,,"6804 22 30"
16669,,"6804 22 50"
16670,,"6804 22 90"
16671,,"6804 23 00"
16672,,"6804 30 00"
16673,,6805
16674,,"6805 10 00"
16675,,"6805 20 00"
16676,,"6805 30 00"
16677,,6806
16678,,"6806 10 00"
16679,,"6806 20"
16680,,"6806 20 10"
16681,,"6806 20 90"
16682,,"6806 90 00"
16683,,6807
16684,,"6807 10 00"
16685,,"6807 90 00"
16686,,"6808 00 00"
16687,,6809
16688,,"6809 11 00"
16689,,"6809 19 00"
16690,,"6809 90 00"
16691,,6810
16692,,"6810 11"
16693,,"6810 11 10"
16694,,"6810 11 90"
16695,,"6810 19 00"
16696,,"6810 91 00"
16697,,"6810 99 00"
16698,,6811
16699,,"6811 40 00"
16700,,"6811 81 00"
16701,,"6811 82 00"
16702,,"6811 89 00"
16703,,6812
16704,,"6812 80"
16705,,"6812 80 10"
16706,,"6812 80 90"
16707,,"6812 91 00"
16708,,"6812 99"
16709,,"6812 99 10"
16710,,"6812 99 90"
16711,,6813
16712,,"6813 20 00"
16713,,"6813 81 00"
16714,,"6813 89 00"
16715,,6814
16716,,"6814 10 00"
16717,,"6814 90 00"
16718,,6815
16719,,"6815 11 00"
16720,,"6815 12 00"
16721,,"6815 13 00"
16722,,"6815 19 00"
16723,,"6815 20 00"
16724,,"6815 91 00"
16725,,"6815 99 00"
16726,,"6901 00 00"
16727,,6902
16728,,"6902 10 00"
16729,,"6902 20"
16730,,"6902 20 10"
16731,,"6902 20 91"
16732,,"6902 20 99"
16733,,"6902 90 00"
16734,,6903
16735,,"6903 10 00"
16736,,"6903 20"
16737,,"6903 20 10"
16738,,"6903 20 90"
16739,,"6903 90"
16740,,"6903 90 10"
16741,,"6903 90 90"
16742,,6904
16743,,"6904 10 00"
16744,,"6904 90 00"
16745,,6905
16746,,"6905 10 00"
16747,,"6905 90 00"
16748,,"6906 00 00"
16749,,6907
16750,,"6907 21 00"
16751,,"6907 22 00"
16752,,"6907 23 00"
16753,,"6907 30 00"
16754,,"6907 40 00"
16755,,6909
16756,,"6909 11 00"
16757,,"6909 12 00"
16758,,"6909 19 00"
16759,,"6909 90 00"
16760,,6910
16761,,"6910 10 00"
16762,,"6910 90 00"
16763,,6911
16764,,"6911 10 00"
16765,,"6911 90 00"
16766,,"6912 00"
16767,,"6912 00 21"
16768,,"6912 00 23"
16769,,"6912 00 25"
16770,,"6912 00 29"
16771,,"6912 00 81"
16772,,"6912 00 83"
16773,,"6912 00 85"
16774,,"6912 00 89"
16775,,6913
16776,,"6913 10 00"
16777,,"6913 90"
16778,,"6913 90 10"
16779,,"6913 90 93"
16780,,"6913 90 98"
16781,,6914
16782,,"6914 10 00"
16783,,"6914 90 00"
16784,,"7001 00"
16785,,"7001 00 10"
16786,,"7001 00 91"
16787,,"7001 00 99"
16788,,7002
16789,,"7002 10 00"
