ID_kod,kod_pkwiu,Nazwa,numer_poziomu
5160,32.99.14,"Przybory do pisania w kompletach, obsadki do piór i długopisów, obsadki do ołówków i podobne; ich części",6
5161,32.99.14.0,"Przybory do pisania w kompletach, obsadki do piór i długopisów, obsadki do ołówków i podobne; ich części",7
5162,32.99.15,"Ołówki, kredki, pręciki ołówkowe, pastele, węgle rysunkowe, kredy do pisania lub rysowania, kredy krawieckie",6
5163,32.99.15.0,"Ołówki, kredki, pręciki ołówkowe, pastele, węgle rysunkowe, kredy do pisania lub rysowania, kredy krawieckie",7
5164,32.99.16,"Tabliczki i tablice do pisania, kreślenia lub rysowania; datowniki, pieczęcie lub numeratory itp.; taśmy do maszyn do pisania i inne podobne; poduszki do tuszu",6
5165,32.99.16.0,"Tabliczki i tablice do pisania, kreślenia lub rysowania; datowniki, pieczęcie lub numeratory itp.; taśmy do maszyn do pisania i inne podobne; poduszki do tuszu",7
5166,32.99.2,"PARASOLE; LASKI; GUZIKI; FORMY DO GUZIKÓW; ZATRZASKI; ICH CZĘŚCI",5
5167,32.99.21,"Parasole, parasole przeciwsłoneczne; laski, stołki myśliwskie i tym podobne",6
5168,32.99.21.0,"Parasole, parasole przeciwsłoneczne; laski, stołki myśliwskie i tym podobne",7
5169,32.99.22,"Części, szkielety i akcesoria do parasoli, parasoli przeciwsłonecznych, lasek, stołków myśliwskich i tym podobnych",6
5170,32.99.22.0,"Części, szkielety i akcesoria do parasoli, parasoli przeciwsłonecznych, lasek, stołków myśliwskich i tym podobnych",7
5171,32.99.23,"Zatrzaski, zatrzaski guzikowe i ich części; guziki; zamki błyskawiczne",6
5172,32.99.23.0,"Zatrzaski, zatrzaski guzikowe i ich części; guziki; zamki błyskawiczne",7
5173,32.99.24,"Formy do guzików i pozostałe ich części; półprodukty guzików; części zamków błyskawicznych",6
5174,32.99.24.0,"Formy do guzików i pozostałe ich części; półprodukty guzików; części zamków błyskawicznych",7
5175,32.99.3,"WYROBY Z WŁOSÓW LUDZKICH LUB SIERŚCI ZWIERZĘCEJ; PODOBNE WYROBY Z MATERIAŁÓW WŁÓKIENNICZYCH",5
5176,32.99.30,"WYROBY Z WŁOSÓW LUDZKICH LUB SIERŚCI ZWIERZĘCEJ; PODOBNE WYROBY Z MATERIAŁÓW WŁÓKIENNICZYCH",6
5177,32.99.30.0,"WYROBY Z WŁOSÓW LUDZKICH LUB SIERŚCI ZWIERZĘCEJ; PODOBNE WYROBY Z MATERIAŁÓW WŁÓKIENNICZYCH",7
5178,32.99.4,"ZAPALNICZKI, FAJKI ORAZ CZĘŚCI DO NICH; ARTYKUŁY Z MATERIAŁÓW ŁATWOPALNYCH; PALIWA CIEKŁE LUB ZE SKROPLONEGO GAZU",5
5179,32.99.41,"Zapalniczki do papierosów i pozostałe zapalniczki; fajki do tytoniu (włączając cybuchy), cygarniczki oraz części tych wyrobów",6
5180,32.99.41.0,"Zapalniczki do papierosów i pozostałe zapalniczki; fajki do tytoniu (włączając cybuchy), cygarniczki oraz części tych wyrobów",7
5181,32.99.42,"Części zapalniczek; stopy samozapalne; wyroby z substancji palnych",6
5182,32.99.42.0,"Części zapalniczek; stopy samozapalne; wyroby z substancji palnych",7
5183,32.99.43,"Paliwa do zapalniczek w pojemnikach o pojemności <= 300 cm3",6
5184,32.99.43.0,"Paliwa do zapalniczek w pojemnikach o pojemności <= 300 cm3",7
5185,32.99.5,"POZOSTAŁE WYROBY, GDZIE INDZIEJ NIESKLASYFIKOWANE",5
5186,32.99.51,"Wyroby świąteczne, festiwalowe, karnawałowe lub inne służące rozrywce, włączając akcesoria do sztuk magicznych i żartów",6
5187,32.99.51.0,"Wyroby świąteczne, festiwalowe, karnawałowe lub inne służące rozrywce, włączając akcesoria do sztuk magicznych i żartów",7
5188,32.99.52,"Rozpylacze do perfum oraz ich oprawy i głowice",6
5189,32.99.52.0,"Rozpylacze do perfum oraz ich oprawy i głowice",7
5190,32.99.53,"Przyrządy, aparaty i modele przeznaczone wyłącznie do celów pokazowych",6
5191,32.99.53.0,"Przyrządy, aparaty i modele przeznaczone wyłącznie do celów pokazowych",7
5192,32.99.54,"Świece i podobne wyroby",6
5193,32.99.54.0,"Świece i podobne wyroby",7
5194,32.99.55,"Sztuczne kwiaty, liście i owoce oraz ich części",6
5195,32.99.55.0,"Sztuczne kwiaty, liście i owoce oraz ich części",7
5196,32.99.59,"Pozostałe różne wyroby, gdzie indziej niesklasyfikowane",6
5197,32.99.59.0,"Pozostałe różne wyroby, gdzie indziej niesklasyfikowane",7
5198,32.99.6,"Usługi związane z preparowaniem i wypychaniem zwierząt",5
5199,32.99.60,"Usługi związane z preparowaniem i wypychaniem zwierząt",6
5200,32.99.60.0,"Usługi związane z preparowaniem i wypychaniem zwierząt",7
5201,32.99.9,"Usługi podwykonawców związane z produkcją pozostałych wyrobów, gdzie indziej niesklasyfikowanych",5
5202,32.99.99,"Usługi podwykonawców związane z produkcją pozostałych wyrobów, gdzie indziej niesklasyfikowanych",6
5203,32.99.99.0,"Usługi podwykonawców związane z produkcją pozostałych wyrobów, gdzie indziej niesklasyfikowanych",7
5204,33,"USŁUGI NAPRAWY, KONSERWACJI I INSTALOWANIA MASZYN I URZĄDZEŃ",2
5205,33.1,"USŁUGI NAPRAWY I KONSERWACJI METALOWYCH WYROBÓW GOTOWYCH, MASZYN I URZĄDZEŃ",3
5206,33.11,"USŁUGI NAPRAWY I KONSERWACJI METALOWYCH WYROBÓW GOTOWYCH",4
5207,33.11.1,"USŁUGI NAPRAWY I KONSERWACJI METALOWYCH WYROBÓW GOTOWYCH",5
5208,33.11.11,"Usługi naprawy i konserwacji metalowych elementów konstrukcyjnych",6
5209,33.11.11.0,"Usługi naprawy i konserwacji metalowych elementów konstrukcyjnych",7
5210,33.11.12,"Usługi naprawy i konserwacji zbiorników, cystern i pojemników metalowych",6
5211,33.11.12.0,"Usługi naprawy i konserwacji zbiorników, cystern i pojemników metalowych",7
5212,33.11.13,"Usługi naprawy i konserwacji wytwornic pary, z wyłączeniem kotłów centralnego ogrzewania gorącą wodą",6
5213,33.11.13.0,"Usługi naprawy i konserwacji wytwornic pary, z wyłączeniem kotłów centralnego ogrzewania gorącą wodą",7
5214,33.11.14,"Usługi naprawy i konserwacji broni i sprzętu bojowego",6
5215,33.11.14.0,"Usługi naprawy i konserwacji broni i sprzętu bojowego",7
5216,33.11.19,"Usługi naprawy i konserwacji pozostałych metalowych wyrobów gotowych",6
5217,33.11.19.0,"Usługi naprawy i konserwacji pozostałych metalowych wyrobów gotowych",7
5218,33.12,"USŁUGI NAPRAWY I KONSERWACJI MASZYN",4
5219,33.12.1,"USŁUGI NAPRAWY I KONSERWACJI MASZYN OGÓLNEGO PRZEZNACZENIA",5
5220,33.12.11,"Usługi naprawy i konserwacji silników i turbin, z wyłączeniem silników lotniczych, samochodowych i motocyklowych",6
5221,33.12.11.0,"Usługi naprawy i konserwacji silników i turbin, z wyłączeniem silników lotniczych, samochodowych i motocyklowych",7
5222,33.12.12,"Usługi naprawy i konserwacji sprzętu do napędu hydraulicznego i pneumatycznego, pozostałych pomp, sprężarek, kurków i zaworów",6
5223,33.12.12.0,"Usługi naprawy i konserwacji sprzętu do napędu hydraulicznego i pneumatycznego, pozostałych pomp, sprężarek, kurków i zaworów",7
5224,33.12.13,"Usługi naprawy i konserwacji łożysk, kół zębatych, przekładni zębatych i elementów napędowych",6
5225,33.12.13.0,"Usługi naprawy i konserwacji łożysk, kół zębatych, przekładni zębatych i elementów napędowych",7
5226,33.12.14,"Usługi naprawy i konserwacji pieców, palenisk i palników piecowych",6
5227,33.12.14.0,"Usługi naprawy i konserwacji pieców, palenisk i palników piecowych",7
5228,33.12.15,"Usługi naprawy i konserwacji urządzeń podnośnikowych i przeładunkowych",6
5229,33.12.15.0,"Usługi naprawy i konserwacji urządzeń podnośnikowych i przeładunkowych",7
5230,33.12.16,"Usługi naprawy i konserwacji maszyn i sprzętu biurowego, z wyłączeniem komputerów i urządzeń peryferyjnych",6
5231,33.12.16.0,"Usługi naprawy i konserwacji maszyn i sprzętu biurowego, z wyłączeniem komputerów i urządzeń peryferyjnych",7
5232,33.12.17,"Usługi naprawy i konserwacji mechanicznych narzędzi ręcznych",6
5233,33.12.17.0,"Usługi naprawy i konserwacji mechanicznych narzędzi ręcznych",7
5234,33.12.18,"Usługi naprawy i konserwacji urządzeń chłodniczych i wentylacyjnych, z wyłączeniem urządzeń przeznaczonych dla gospodarstw domowych",6
5235,33.12.18.0,"Usługi naprawy i konserwacji urządzeń chłodniczych i wentylacyjnych, z wyłączeniem urządzeń przeznaczonych dla gospodarstw domowych",7
5236,33.12.19,"Usługi naprawy i konserwacji pozostałych maszyn i urządzeń ogólnego przeznaczenia, gdzie indziej niesklasyfikowanych",6
5237,33.12.19.0,"Usługi naprawy i konserwacji pozostałych maszyn i urządzeń ogólnego przeznaczenia, gdzie indziej niesklasyfikowanych",7
5238,33.12.2,"USŁUGI NAPRAWY I KONSERWACJI MASZYN SPECJALNEGO PRZEZNACZENIA",5
5239,33.12.21,"Usługi naprawy i konserwacji maszyn dla rolnictwa i leśnictwa",6
5240,33.12.21.0,"Usługi naprawy i konserwacji maszyn dla rolnictwa i leśnictwa",7
5241,33.12.22,"Usługi naprawy i konserwacji maszyn do obróbki metalu i narzędzi mechanicznych",6
5242,33.12.22.0,"Usługi naprawy i konserwacji maszyn do obróbki metalu i narzędzi mechanicznych",7
5243,33.12.23,"Usługi naprawy i konserwacji maszyn dla metalurgii",6
5244,33.12.23.0,"Usługi naprawy i konserwacji maszyn dla metalurgii",7
5245,33.12.24,"Usługi naprawy i konserwacji maszyn dla górnictwa i do wydobywania oraz dla budownictwa",6
5246,33.12.24.0,"Usługi naprawy i konserwacji maszyn dla górnictwa i do wydobywania oraz dla budownictwa",7
5247,33.12.25,"Usługi naprawy i konserwacji maszyn dla przetwórstwa żywności i tytoniu oraz produkcji napojów",6
5248,33.12.25.0,"Usługi naprawy i konserwacji maszyn dla przetwórstwa żywności i tytoniu oraz produkcji napojów",7
5249,33.12.26,"Usługi naprawy i konserwacji maszyn dla przemysłu tekstylnego, odzieżowego i skórzanego",6
5250,33.12.26.0,"Usługi naprawy i konserwacji maszyn dla przemysłu tekstylnego, odzieżowego i skórzanego",7
5251,33.12.27,"Usługi naprawy i konserwacji maszyn dla przemysłu papierniczego",6
5252,33.12.27.0,"Usługi naprawy i konserwacji maszyn dla przemysłu papierniczego",7
5253,33.12.28,"Usługi naprawy i konserwacji maszyn do obróbki tworzyw sztucznych i gumy",6
5254,33.12.28.0,"Usługi naprawy i konserwacji maszyn do obróbki tworzyw sztucznych i gumy",7
5255,33.12.29,"Usługi naprawy i konserwacji pozostałych maszyn specjalnego przeznaczenia",6
5256,33.12.29.0,"Usługi naprawy i konserwacji pozostałych maszyn specjalnego przeznaczenia",7
5257,33.13,"USŁUGI NAPRAWY I KONSERWACJI URZĄDZEŃ ELEKTRONICZNYCH I OPTYCZNYCH",4
5258,33.13.1,"USŁUGI NAPRAWY I KONSERWACJI URZĄDZEŃ ELEKTRONICZNYCH I OPTYCZNYCH",5
5259,33.13.11,"Usługi naprawy i konserwacji instrumentów i przyrządów pomiarowych, kontrolnych i nawigacyjnych",6
5260,33.13.11.0,"Usługi naprawy i konserwacji instrumentów i przyrządów pomiarowych, kontrolnych i nawigacyjnych",7
5261,33.13.12,"Usługi naprawy i konserwacji urządzeń napromieniowujących, sprzętu elektromedycznego i elektroterapeutycznego",6
5262,33.13.12.0,"Usługi naprawy i konserwacji urządzeń napromieniowujących, sprzętu elektromedycznego i elektroterapeutycznego",7
5263,33.13.13,"Usługi naprawy i konserwacji instrumentów optycznych i sprzętu fotograficznego",6
5264,33.13.13.0,"Usługi naprawy i konserwacji instrumentów optycznych i sprzętu fotograficznego",7
5265,33.13.19,"Usługi naprawy i konserwacji pozostałego profesjonalnego sprzętu elektronicznego",6
5266,33.13.19.0,"Usługi naprawy i konserwacji pozostałego profesjonalnego sprzętu elektronicznego",7
5267,33.14,"USŁUGI NAPRAWY I KONSERWACJI URZĄDZEŃ ELEKTRYCZNYCH",4
5268,33.14.1,"USŁUGI NAPRAWY I KONSERWACJI URZĄDZEŃ ELEKTRYCZNYCH",5
5269,33.14.11,"Usługi naprawy i konserwacji silników elektrycznych, prądnic, transformatorów oraz aparatury rozdzielczej i sterowniczej energii elektrycznej",6
5270,33.14.11.0,"Usługi naprawy i konserwacji silników elektrycznych, prądnic, transformatorów oraz aparatury rozdzielczej i sterowniczej energii elektrycznej",7
5271,33.14.19,"Usługi naprawy i konserwacji pozostałego sprzętu elektrycznego",6
5272,33.14.19.0,"Usługi naprawy i konserwacji pozostałego sprzętu elektrycznego",7
5273,33.15,"USŁUGI NAPRAWY I KONSERWACJI STATKÓW, ŁODZI I POZOSTAŁYCH KONSTRUKCJI PŁYWAJĄCYCH",4
5274,33.15.1,"USŁUGI NAPRAWY I KONSERWACJI STATKÓW, ŁODZI I POZOSTAŁYCH KONSTRUKCJI PŁYWAJĄCYCH",5
5275,33.15.10,"USŁUGI NAPRAWY I KONSERWACJI STATKÓW, ŁODZI I POZOSTAŁYCH KONSTRUKCJI PŁYWAJĄCYCH",6
5276,33.15.10.0,"USŁUGI NAPRAWY I KONSERWACJI STATKÓW, ŁODZI I POZOSTAŁYCH KONSTRUKCJI PŁYWAJĄCYCH",7
5277,33.16,"USŁUGI NAPRAWY I KONSERWACJI STATKÓW POWIETRZNYCH I STATKÓW KOSMICZNYCH",4
5278,33.16.1,"USŁUGI NAPRAWY I KONSERWACJI STATKÓW POWIETRZNYCH I STATKÓW KOSMICZNYCH",5
5279,33.16.10,"USŁUGI NAPRAWY I KONSERWACJI STATKÓW POWIETRZNYCH I STATKÓW KOSMICZNYCH",6
5280,33.16.10.0,"USŁUGI NAPRAWY I KONSERWACJI STATKÓW POWIETRZNYCH I STATKÓW KOSMICZNYCH",7
5281,33.17,"USŁUGI NAPRAWY I KONSERWACJI POZOSTAŁEGO SPRZĘTU TRANSPORTOWEGO",4
5282,33.17.1,"USŁUGI NAPRAWY I KONSERWACJI POZOSTAŁEGO SPRZĘTU TRANSPORTOWEGO",5
5283,33.17.11,"Usługi naprawy i konserwacji lokomotyw kolejowych oraz taboru szynowego",6
5284,33.17.11.0,"Usługi naprawy i konserwacji lokomotyw kolejowych oraz taboru szynowego",7
5285,33.17.19,"Usługi naprawy i konserwacji pozostałego sprzętu transportowego, gdzie indziej niesklasyfikowanego",6
5286,33.17.19.0,"Usługi naprawy i konserwacji pozostałego sprzętu transportowego, gdzie indziej niesklasyfikowanego",7
5287,33.19,"USŁUGI NAPRAWY I KONSERWACJI POZOSTAŁEGO SPRZĘTU I WYPOSAŻENIA",4
5288,33.19.1,"USŁUGI NAPRAWY I KONSERWACJI POZOSTAŁEGO SPRZĘTU I WYPOSAŻENIA",5
5289,33.19.10,"USŁUGI NAPRAWY I KONSERWACJI POZOSTAŁEGO SPRZĘTU I WYPOSAŻENIA",6
5290,33.19.10.0,"USŁUGI NAPRAWY I KONSERWACJI POZOSTAŁEGO SPRZĘTU I WYPOSAŻENIA",7
5291,33.2,"USŁUGI INSTALOWANIA MASZYN PRZEMYSŁOWYCH, SPRZĘTU I WYPOSAŻENIA",3
5292,33.20,"USŁUGI INSTALOWANIA MASZYN PRZEMYSŁOWYCH, SPRZĘTU I WYPOSAŻENIA",4
5293,33.20.1,"USŁUGI INSTALOWANIA METALOWYCH WYROBÓW GOTOWYCH, Z WYŁĄCZENIEM MASZYN I URZĄDZEŃ",5
5294,33.20.11,"Usługi instalowania wytwornic pary, z wyłączeniem kotłów centralnego ogrzewania gorącą wodą, włączając usługi instalowania związanej z nimi sieci metalowych rurociągów w zakładach przemysłowych",6
5295,33.20.11.0,"Usługi instalowania wytwornic pary (z wyłączeniem kotłów centralnego ogrzewania gorącą wodą), włączając usługi instalowania związanej z nimi sieci metalowych rurociągów w zakładach przemysłowych",7
5296,33.20.12,"Usługi instalowania pozostałych metalowych wyrobów gotowych, z wyłączeniem maszyn i urządzeń",6
5297,33.20.12.0,"Usługi instalowania pozostałych metalowych wyrobów gotowych, z wyłączeniem maszyn i urządzeń",7
5298,33.20.2,"USŁUGI INSTALOWANIA POZOSTAŁYCH MASZYN OGÓLNEGO PRZEZNACZENIA",5
5299,33.20.21,"Usługi instalowania maszyn do księgowania i pozostałych maszyn biurowych",6
5300,33.20.21.0,"Usługi instalowania maszyn do księgowania i pozostałych maszyn biurowych",7
5301,33.20.29,"Usługi instalowania pozostałych maszyn ogólnego przeznaczenia, gdzie indziej niesklasyfikowane",6
5302,33.20.29.0,"Usługi instalowania pozostałych maszyn ogólnego przeznaczenia, gdzie indziej niesklasyfikowane",7
5303,33.20.3,"USŁUGI INSTALOWANIA MASZYN SPECJALNEGO PRZEZNACZENIA",5
5304,33.20.31,"Usługi instalowania przemysłowych maszyn i urządzeń dla rolnictwa",6
5305,33.20.31.0,"Usługi instalowania przemysłowych maszyn i urządzeń dla rolnictwa",7
5306,33.20.32,"Usługi instalowania maszyn do obróbki metalu",6
5307,33.20.32.0,"Usługi instalowania maszyn do obróbki metalu",7
5308,33.20.33,"Usługi instalowania przemysłowych maszyn i urządzeń dla metalurgii",6
5309,33.20.33.0,"Usługi instalowania przemysłowych maszyn i urządzeń dla metalurgii",7
5310,33.20.34,"Usługi instalowania przemysłowych maszyn i urządzeń dla górnictwa i do wydobywania",6
5311,33.20.34.0,"Usługi instalowania przemysłowych maszyn i urządzeń dla górnictwa i do wydobywania",7
5312,33.20.35,"Usługi instalowania maszyn dla przetwórstwa żywności i tytoniu oraz do produkcji napojów",6
5313,33.20.35.0,"Usługi instalowania maszyn dla przetwórstwa żywności i tytoniu oraz do produkcji napojów",7
5314,33.20.36,"Usługi instalowania maszyn i urządzeń dla przemysłu tekstylnego, odzieżowego i skórzanego",6
5315,33.20.36.0,"Usługi instalowania maszyn i urządzeń dla przemysłu tekstylnego, odzieżowego i skórzanego",7
5316,33.20.37,"Usługi instalowania maszyn i urządzeń dla przemysłu papierniczego",6
5317,33.20.37.0,"Usługi instalowania maszyn i urządzeń dla przemysłu papierniczego",7
5318,33.20.38,"Usługi instalowania maszyn i urządzeń do obróbki tworzyw sztucznych i gumy",6
5319,33.20.38.0,"Usługi instalowania maszyn i urządzeń do obróbki tworzyw sztucznych i gumy",7
5320,33.20.39,"Usługi instalowania pozostałych maszyn specjalnego przeznaczenia",6
5321,33.20.39.0,"Usługi instalowania pozostałych maszyn specjalnego przeznaczenia",7
5322,33.20.4,"USŁUGI INSTALOWANIA URZĄDZEŃ ELEKTRONICZNYCH I OPTYCZNYCH",5
5323,33.20.41,"Usługi instalowania profesjonalnych przyrządów medycznych oraz instrumentów precyzyjnych i optycznych",6
5324,33.20.41.0,"Usługi instalowania profesjonalnych przyrządów medycznych oraz instrumentów precyzyjnych i optycznych",7
5325,33.20.42,"Usługi instalowania profesjonalnych urządzeń elektronicznych",6
5326,33.20.42.0,"Usługi instalowania profesjonalnych urządzeń elektronicznych",7
5327,33.20.5,"Usługi instalowania urządzeń elektrycznych",5
5328,33.20.50,"Usługi instalowania urządzeń elektrycznych",6
5329,33.20.50.0,"Usługi instalowania urządzeń elektrycznych",7
5330,33.20.6,"Usługi instalowania systemów do sterowania procesami przemysłowymi",5
5331,33.20.60,"Usługi instalowania systemów do sterowania procesami przemysłowymi",6
5332,33.20.60.0,"Usługi instalowania systemów do sterowania procesami przemysłowymi",7
5333,33.20.7,"Usługi instalowania pozostałych wyrobów, gdzie indziej niesklasyfikowanych",5
5334,33.20.70,"Usługi instalowania pozostałych wyrobów, gdzie indziej niesklasyfikowanych",6
5335,33.20.70.0,"Usługi instalowania pozostałych wyrobów, gdzie indziej niesklasyfikowanych",7
5336,D,"ENERGIA ELEKTRYCZNA, PALIWA GAZOWE, PARA WODNA, GORĄCA WODA I POWIETRZE DO UKŁADÓW KLIMATYZACYJNYCH",1
5337,35,"ENERGIA ELEKTRYCZNA, PALIWA GAZOWE, PARA WODNA, GORĄCA WODA I POWIETRZE DO UKŁADÓW KLIMATYZACYJNYCH",2
5338,35.1,"USŁUGI W ZAKRESIE PRZESYŁANIA I DYSTRYBUCJI ENERGII ELEKTRYCZNEJ",3
5339,35.11,"ENERGIA ELEKTRYCZNA",4
5340,35.11.1,"ENERGIA ELEKTRYCZNA",5
5341,35.11.10,"ENERGIA ELEKTRYCZNA",6
5342,35.11.10.0,"ENERGIA ELEKTRYCZNA",7
5343,35.12,"USŁUGI W ZAKRESIE PRZESYŁANIA ENERGII ELEKTRYCZNEJ",4
5344,35.12.1,"USŁUGI W ZAKRESIE PRZESYŁANIA ENERGII ELEKTRYCZNEJ",5
5345,35.12.10,"USŁUGI W ZAKRESIE PRZESYŁANIA ENERGII ELEKTRYCZNEJ",6
5346,35.12.10.0,"USŁUGI W ZAKRESIE PRZESYŁANIA ENERGII ELEKTRYCZNEJ",7
5347,35.13,"USŁUGI ZWIĄZANE Z DYSTRYBUCJĄ ENERGII ELEKTRYCZNEJ",4
5348,35.13.1,"USŁUGI ZWIĄZANE Z DYSTRYBUCJĄ ENERGII ELEKTRYCZNEJ",5
5349,35.13.10,"USŁUGI ZWIĄZANE Z DYSTRYBUCJĄ ENERGII ELEKTRYCZNEJ",6
5350,35.13.10.0,"USŁUGI ZWIĄZANE Z DYSTRYBUCJĄ ENERGII ELEKTRYCZNEJ",7
5351,35.14,"USŁUGI ZWIĄZANE Z HANDLEM ENERGIĄ ELEKTRYCZNĄ",4
5352,35.14.1,"USŁUGI ZWIĄZANE Z HANDLEM ENERGIĄ ELEKTRYCZNĄ",5
5353,35.14.10,"USŁUGI ZWIĄZANE Z HANDLEM ENERGIĄ ELEKTRYCZNĄ",6
5354,35.14.10.0,"USŁUGI ZWIĄZANE Z HANDLEM ENERGIĄ ELEKTRYCZNĄ",7
5355,35.2,"GAZY WYTWORZONE; USŁUGI ZWIĄZANE Z DYSTRYBUCJĄ PALIW GAZOWYCH W SYSTEMIE SIECIOWYM",3
5356,35.21,"GAZ WYTWORZONY",4
5357,35.21.1,"Gaz węglowy, gaz wodny, gaz generatorowy i podobne gazy, inne niż gazy z ropy naftowej",5
5358,35.21.10,"Gaz węglowy, gaz wodny, gaz generatorowy i podobne gazy, inne niż gazy z ropy naftowej",6
5359,35.21.10.0,"Gaz węglowy, gaz wodny, gaz generatorowy i podobne gazy, inne niż gazy z ropy naftowej",7
5360,35.22,"USŁUGI ZWIĄZANE Z DYSTRYBUCJĄ PALIW GAZOWYCH W SYSTEMIE SIECIOWYM",4
5361,35.22.1,"USŁUGI ZWIĄZANE Z DYSTRYBUCJĄ PALIW GAZOWYCH W SYSTEMIE SIECIOWYM",5
5362,35.22.10,"USŁUGI ZWIĄZANE Z DYSTRYBUCJĄ PALIW GAZOWYCH W SYSTEMIE SIECIOWYM",6
5363,35.22.10.0,"USŁUGI ZWIĄZANE Z DYSTRYBUCJĄ PALIW GAZOWYCH W SYSTEMIE SIECIOWYM",7
5364,35.23,"USŁUGI ZWIĄZANE Z HANDLEM PALIWAMI GAZOWYMI W SYSTEMIE SIECIOWYM",4
5365,35.23.1,"USŁUGI ZWIĄZANE Z HANDLEM PALIWAMI GAZOWYMI W SYSTEMIE SIECIOWYM",5
5366,35.23.10,"USŁUGI ZWIĄZANE Z HANDLEM PALIWAMI GAZOWYMI W SYSTEMIE SIECIOWYM",6
5367,35.23.10.0,"USŁUGI ZWIĄZANE Z HANDLEM PALIWAMI GAZOWYMI W SYSTEMIE SIECIOWYM",7
5368,35.3,"USŁUGI WYTWARZANIA I ZAOPATRYWANIA W PARĘ WODNĄ, GORĄCĄ WODĘ I POWIETRZE DO UKŁADÓW KLIMATYZACYJNYCH",3
5369,35.30,"USŁUGI WYTWARZANIA I ZAOPATRYWANIA W PARĘ WODNĄ, GORĄCĄ WODĘ I POWIETRZE DO UKŁADÓW KLIMATYZACYJNYCH",4
5370,35.30.1,"PARA WODNA I GORĄCA WODA; USŁUGI DOSTARCZANIA PARY WODNEJ I GORĄCEJ WODY",5
5371,35.30.11,"Para wodna i gorąca woda",6
5372,35.30.11.0,"Para wodna i gorąca woda",7
5373,35.30.12,"Usługi dostarczania pary wodnej i gorącej wody w systemie sieciowym",6
5374,35.30.12.0,"Usługi dostarczania pary wodnej i gorącej wody w systemie sieciowym",7
5375,35.30.2,"LÓD; USŁUGI DOSTARCZANIA CHŁODNEGO POWIETRZA I SCHŁODZONEJ WODY",5
5376,35.30.21,"Lód, włączając lód do celów chłodniczych innych niż żywnościowe",6
5377,35.30.21.0,"Lód, włączając lód do celów chłodniczych innych niż żywnościowe",7
5378,35.30.22,"Usługi dostarczania chłodnego powietrza i schłodzonej wody",6
5379,35.30.22.0,"Usługi dostarczania chłodnego powietrza i schłodzonej wody",7
5380,E,"USŁUGI DOSTARCZANIA WODY, ŚCIEKI I ODPADY ORAZ USŁUGI ZWIĄZANE Z ICH REKULTYWACJĄ",1
5381,36,"WODA W POSTACI NATURALNEJ; USŁUGI ZWIĄZANE Z UZDATNIANIEM I DOSTARCZANIEM WODY",2
5382,36.0,"WODA W POSTACI NATURALNEJ; USŁUGI ZWIĄZANE Z UZDATNIANIEM I DOSTARCZANIEM WODY",3
5383,36.00,"WODA W POSTACI NATURALNEJ; USŁUGI ZWIĄZANE Z UZDATNIANIEM I DOSTARCZANIEM WODY",4
5384,36.00.1,"WODA W POSTACI NATURALNEJ",5
5385,36.00.11,"Woda w postaci naturalnej zdatna do picia",6
5386,36.00.11.0,"Woda w postaci naturalnej zdatna do picia",7
5387,36.00.12,"Woda w postaci naturalnej niezdatna do picia",6
5388,36.00.12.0,"Woda w postaci naturalnej niezdatna do picia",7
5389,36.00.2,"Usługi związane z uzdatnianiem i dostarczaniem wody za pośrednictwem sieci wodociągowych",5
5390,36.00.20,"Usługi związane z uzdatnianiem i dostarczaniem wody za pośrednictwem sieci wodociągowych",6
5391,36.00.20.0,"Usługi związane z uzdatnianiem i dostarczaniem wody za pośrednictwem sieci wodociągowych",7
5392,36.00.3,"Usługi związane z handlem wodą dostarczaną za pośrednictwem sieci wodociągowych",5
5393,36.00.30,"Usługi związane z handlem wodą dostarczaną za pośrednictwem sieci wodociągowych",6
5394,36.00.30.0,"Usługi związane z handlem wodą dostarczaną za pośrednictwem sieci wodociągowych",7
5395,37,"USŁUGI ZWIĄZANE Z ODPROWADZANIEM I OCZYSZCZANIEM ŚCIEKÓW; OSADY ZE ŚCIEKÓW KANALIZACYJNYCH",2
5396,37.0,"USŁUGI ZWIĄZANE Z ODPROWADZANIEM I OCZYSZCZANIEM ŚCIEKÓW; OSADY ZE ŚCIEKÓW KANALIZACYJNYCH",3
5397,37.00,"USŁUGI ZWIĄZANE Z ODPROWADZANIEM I OCZYSZCZANIEM ŚCIEKÓW; OSADY ZE ŚCIEKÓW KANALIZACYJNYCH",4
5398,37.00.1,"USŁUGI ZWIĄZANE ZE ŚCIEKAMI",5
5399,37.00.11,"Usługi związane z odprowadzaniem i oczyszczaniem ścieków",6
5400,37.00.11.0,"Usługi związane z odprowadzaniem i oczyszczaniem ścieków",7
5401,37.00.12,"Usługi związane z opróżnianiem szamb i dołów gnilnych",6
5402,37.00.12.0,"Usługi związane z opróżnianiem szamb i dołów gnilnych",7
5403,37.00.2,"Osady ze ścieków kanalizacyjnych",5
5404,37.00.20,"Osady ze ścieków kanalizacyjnych",6
5405,37.00.20.0,"Osady ze ścieków kanalizacyjnych",7
5406,38,"USŁUGI ZWIĄZANE ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW",2
5407,38.1,"USŁUGI ZWIĄZANE ZE ZBIERANIEM ODPADÓW",3
